,token
135,"['튀니지', '유래', '토마토소스', '소시지', '양파', '등', '토핑', '계란', '여기', '전자', '렌지', '이용', '슈카', '그인', '헬', '컵', '카레', '가루', '스푼', '핫바', '소금', '렐라', '치즈', '줌']"
136,"['데빌드', '것', '뜻', '핑거', '푸드', '등장', '달걀', '안', '얼마', '변형', '누구', '사랑', '참치', '속', '맛살', '케이', '연', '페퍼', '술', '캔', '마요네즈', '겨자', '파셀', '리', '크림치즈', '양파', '레몬', '즙', '소금', '후추', '진파']"
137,"['먹방', '것', '오븐', '스팸', '프리타타', '양파', '브로콜리', '송이버섯', '송이', '통', '방울토마토', '피자', '치즈', '줌', '달걀', '우유', '마늘', '쪽', '소금', '집', '후추']"
138,"['똥', '분', '브런치', '공', '뉴', '스프링', '모닝', '빵', '계란', '샌드위치', '알', '스타드', '마요네즈', '후추', '파슬리', '가루', '약간']"
139,"['문어', '모양', '핫도그', '래시', '피', '당', '바', '앤', '소세지', '원', '만큼', '핫케이크', '가루', '컵', '물', '우유', '계란', '생략', '가능', '체다', '치즈', '돈가스', '소스', '꾸밈']"
140,"['입맛', '별미', '간식', '손님', '초대', '브런치', '야식', '추천', '메뉴', '신혼', '밥상', '볶음', '우동', '생면', '인분', '양배추', '통', '숙주', '봉지', '양파', '대파', '뿌리', '마늘', '알', '새송이', '꼭지', '베이컨', '장', '칵테일', '새우', '줌', '후', '추가', '참기름', '가다랑어', '포', '소스', '간장', '술', '굴', '올리고당', '스푼', '미림', '설탕', '티스푼', '돈가스']"
141,"['코노미', '숙주', '식감', '맥주', '안주', '아이', '간식', '일본식', '부침개', '때문', '맛', '인분', '밀가루', '튀김', '가루', '컵', '물', '맛술', '술', '달걀', '양배추', '베이컨', '줄', '오징어', '스테이크', '소스', '가스', '부시', '마요네즈', '쪽파']"
142,"['사과', '스켓', '위', '식빵', '설탕', '레몬', '즙']"
143,"['여름', '파스타', '이탈리안', '드레싱', '레스토랑', '푸실리', '토마토']"
144,"['케익', '고구마', '지인', '빵', '필링', '거', '탄생', '어른', '아이', '것', '모두', '도전', '노', '오븐', '카스테라', '꿀', '생크림', '계핏가루', '토핑', '빵가루', '약간']"
145,"['녹차', '샤', '브레', '선물', '티', '푸드', '박력분', '아몬드', '가루', '슈가', '파우더', '달걀노른자', '버터', '바닐라', '오일', '말차', '술', '청크', '초콜릿']"
146,"['요즘', '남편', '밤', '술', '한잔', '안주', '다음', '날', '숙취', '저', '편', '요새', '버터', '갈릭', '새우', '홀', '릭', '중', '술안주', '최고', '마리', '올리고당', '마늘', '파슬리', '후추', '올리브유', '소금', '약간']"
147,"['반찬', '베이컨', '두부', '말', '모', '깻잎', '장정']"
148,"['밥반찬', '술안주', '팽이버섯', '초림', '조림', '반찬', '맥주', '안주', '소주', '굿', '봉지', '소스', '고추장', '스푼', '진간장', '설탕', '반', '마늘', '물']"
149,"['오래간만', '골뱅이', '소면', '무침', '백종원', '술안주', '캔', '당근', '양파', '오이', '진미', '북어', '적당량', '깻잎', '취향', '대파', '대', '청양', '고추', '줌', '양념장', '고추장', '술', '고춧가루', '설탕', '식초', '마늘', '참기름', '통깨', '당량']"
150,"['알배기', '배추', '고추장', '배', '추전', '겉절이', '고소', '맛', '찜', '마력', '달', '함', '극', '순간', '고조', '매력', '배추찜', '중국식', '이연복', '헤어', '통', '파프리카', '초록', '대파', '부분', '정도', '청양', '고추', '진간장', '굴', '소스', '설탕', '식초', '소금', '후춧가루', '물', '컵']"
151,"['술안주', '덮밥', '반찬', '소고기', '숙주', '볶음', '분', '줌', '양파', '마늘', '소스', '굴', '간장', '소주', '설탕', '후추', '조금']"
152,"['나', '혼', '술', '하루', '끝', '일', '주문', '것', '저녁', '한우', '품', '나미', '맥주', '한잔', '부채살', '양파', '파', '줄기', '양배추', '주먹', '계란', '밀가루', '물', '마요네즈', '돈', '카츠', '소스', '가쓰오부시', '진간장', '참기름', '설탕', '마늘', '후추', '약간']"
153,"['이자카야', '힘줄', '조림', '규', '스지', '니코', '미', '급', '메뉴', '스', '지니', '코미', '소고기', '월계수', '잎', '후추', '대파', '곤약', '맛술', '설탕', '술', '간장', '된장', '마늘']"
154,"['부추김치', '환상', '궁합', '깃', '차돌박이', '굿', '부추', '겉절이', '후추', '줌', '당근', '양파', '고춧가루', '간장', '설탕', '매실', '액', '마늘', '참기름', '깨']"
155,"['생맥주', '한잔', '고급', '안주', '야식', '메뉴', '스테이크', '단호박', '찜', '한우', '등심', '빨강', '파프리카', '노랑', '청', '피망', '마늘', '쪽', '파슬리', '가루', '적포도주', '숟갈', '포도', '씨', '오일', '소금', '후추', '소스', '케첩', '핫소스', '올리고당']"
156,"['남편', '술안주', '한우', '사태', '수육', '기름기', '아이', '술', '우수', '육', '근', '양파', '대파', '파뿌리', '포함', '대', '월계수', '잎', '장', '통후추', '생강가루', '부추', '줌']"
157,"['소고기', '마늘', '꼬치', '꼬치구이', '손님', '접대', '술안주', '비', '날', '계속', '분위기', '가족', '기분', '업', '비오', '부채살', '식용유', '약간', '진간장', '술', '맛술', '굴', '소스', '올리고당', '깨']"
158,"['밤', '냉동', '대패', '삼', '겹', '우동', '사리', '초스피드', '초', '술안주', '저녁', '끼', '밥', '초간', '단술', '안주', '볶음', '양파', '대파', '한줌', '숙주', '줌', '맛', '간장', '굴', '소스', '올리고당', '설탕', '대체', '가능', '마늘', '미림', '맛술', '참기름', '깨', '후추']"
159,"['유튜브', '내용', '참고', '대패', '삼겹살', '파절', '걸로', '이용', '파', '만남', '이전', '부침', '가루', '스푼', '물', '파슬리', '고추장', '설탕', '식초', '고추', '간장', '마늘']"
160,"['절대', '후회', '항정살', '조림', '고기', '소스', '식감', '청량감', '양파', '저녁', '집', '맥주', '시간', '분', '술안주', '끝판', '왕', '안', '끝', '영양', '부추', '마늘', '알', '깨', '참기름', '간장', '맛술', '올리고당', '물', '굴']"
161,"['막', '돼지고기', '부추', '무침', '장', '용도', '저녁', '반찬거리', '알지', '음식', '탄생', '카레', '양파', '당근', '새싹', '맛술', '간장', '참기름', '올리고당', '식초', '후추', '고추가', '통깨', '불고기', '양념장']"
162,"['김치', '울', '가족', '목살', '찜', '날개', '듯이', '시골', '할머니', '손맛', '김수미', '선생', '맛', '수미', '반찬', '밥도둑', '돼지고기', '포기', '물', '리터', '대파', '양파', '고춧가루', '술', '양조간장', '후춧가루', '마늘']"
163,"['종일', '두통', '하루', '아침', '앞다리', '살', '성시경', '족발', '완성', '컷', '발', '각도', '사진', '맘', '거', '하나', '앤', '오프', '프로그램', '재방', '오이', '무침', '걸', '정확', '저', '감', '방송', '사태', '사용', '냉장고', '것', '그걸로', '어버이날', '좋', '돼지고기', '소금', '후추', '간장', '컵', '설탕', '맛술', '올리고당', '매실', '액', '생강', '조각', '물', '월계수', '잎', '장']"
164,"['에어', '프라이어', '기름', '걱정', '노노', '삼겹살', '땐', '강정', '차슈', '이젠', '필수', '전분', '대파', '대', '고추장', '고춧가루', '마늘', '설탕', '물엿', '물', '종이컵']"
165,"['여러분', '요즘', '혼', '술', '분', '술안주', '닭꼬치', '준비', '예전', '다이어트', '닭', '가슴살', '대량', '구매', '포기', '기억', '저', '마트', '닭다리', '살', '통닭', '발', '골', '넓적다리', '등', '자취', '안주', '생성', '닭고기', '그릇', '대파', '고기', '밑간', '간장', '후추', '양념장', '굴', '소스', '설탕', '마늘', '물']"
166,"['날씨', '맥주', '요즘', '봄', '옷', '다이어트', '건강', '안주', '고구마', '닭', '볶음', '케미', '닭다리', '브로콜리', '통', '미니', '파프리카', '간장', '올리고당', '맛술', '마늘', '후추', '조금']"
167,"['만두', '동그랑땡', '전', '계란', '소금', '참기름', '기름', '후', '추가', '밀가루']"
168,"['닭', '간', '장조림', '꿀', '치킨', '볶음', '탕', '마리', '꽈리고추', '마늘', '생강술', '약간', '양념장', '물', '간장', '술', '설탕', '맛술', '물엿']"
169,"['가족', '탄산', '음료', '치킨', '콜라', '냉장고', '활용', '딸아이', '누구', '닭', '날개', '감자조림', '부추', '무침', '허브', '솔트', '술', '청주', '감자', '중간', '크기', '마늘', '고추', '가루', '매실', '청', '까나리', '액젓', '조림', '장', '간장', '생강즙', '생강가루', '후춧가루', '통깨']"
170,"['카레', '가루', '술안주', '국물', '밥', '찜', '닭', '집', '마리', '양파', '대파', '대', '선택', '감자', '당근', '청양', '고추', '술', '진간장', '올리고당', '마늘', '맛술', '설탕', '후춧가루', '약간']"
171,"['마이', '리틀', '텔레', '비젼', '백', '주부', '오이', '계란', '볶음', '특별', '추천', '것', '별미', '밑반찬', '맛', '마리', '텔', '백종원', '청양', '고추', '파', '줌', '굴', '소스', '간장', '가능', '술', '참기름', '소금', '약간']"
172,"['양배추', '털', '전', '블로그', '부침개', '이건', '아이', '코노미', '맥주', '안주', '안성맞춤', '참치', '달걀', '통', '부침', '가루', '컵', '캔', '양파', '식용유', '당량', '선택', '케첩', '소스', '마요네즈', '가쓰오부시']"
173,"['야식', '부추김치', '삼겹살', '코로나', '술집', '다', '분위기', '술', '제', '메뉴', '삼', '겹', '거', '술안주', '부추', '주먹', '김치', '공기', '양파', '고춧가루', '설탕', '식초', '새우젓', '진간장', '마늘', '참기름', '통깨']"
174,"['일본', '소바', '집', '전', '술', '마에', '키', '메밀가루', '인분', '양조간장', '와사비', '소금', '약간']"
175,"['막창', '곱창', '대신', '대패', '대파', '구이', '삼겹살', '향', '간장', '소스', '필수', '대', '페퍼', '론', '치노', '소금', '후추', '식용유', '약간', '설탕', '미림', '청주', '선택', '베이컨']"
176,"['김치', '오징어', '전', '공기', '물오징어', '마리', '부침', '가루', '종이컵', '전분', '수저', '국물', '물', '청양', '고추', '후추', '약간']"
177,"['캔', '꽁치', '조림', '손님', '대박', '술', '안주', '비린내', '저', '개발', '극찬', '굿', '토막', '물', '국물', '대파', '대', '청양', '고추', '통깨', '들기름', '후추', '약간', '간장', '미림', '마늘', '올리고당', '가루']"
178,"['집', '알', '찜', '식당', '가격', '곤이', '콩나물', '준비', '소주', '병', '최고', '술안주', '명태', '이리', '대파', '소금', '술', '양념장', '설탕', '고춧가루', '맛술', '멸치', '액젓', '간장', '굴', '소스', '마늘']"
179,"['손', '소라', '손질', '소주', '술']"
180,"['밥반찬', '술안주', '반찬', '치전', '참치', '동그랑땡', '양파', '당근', '달걀', '청량', '고추', '취향', '것', '반죽', '소금', '집', '튀김', '가루']"
181,"['먹지', '메뉴', '맥주', '안주', '달걀', '범벅', '햄', '통', '오', '이', '팽이버섯', '단', '양파', '청양', '고추', '소금', '후추', '조금']"
182,"['메추', '리알', '떡', '소스', '청양', '고추', '쏭', '술안주', '조림', '술', '밥', '이틀', '인터셉트', '떡볶이', '주먹', '파프리카', '송이버섯', '간장', '맛술', '물엿', '통깨']"
183,"['듯', '치즈', '계란찜', '모', '렐라', '방법', '계란', '컵', '양파', '대파', '다시마', '것', '물', '맛소금', '티스푼', '설탕']"
184,"['타파스', '치즈', '토마토', '컵', '달걀', '파마', '생크림', '소금', '후추']"
185,"['여름날', '맥주', '잔과', '쿠키', '간식', '것', '단호박', '스틱', '버터', '박력분', '옥수수', '전분', '베이킹파우더', '검은깨', '황설탕', '소금', '약간']"
186,"['멕시코', '스타일', '브런치', '맥주', '안주', '살사', '소스', '또띠', '장', '샤워', '크림', '당량', '돼지고기', '양파', '토마토', '노랑', '파프리카', '빨강', '통조림', '콩', '홀', '컵', '체다', '치즈', '것', '할라페뇨', '술', '마늘', '카레', '가루', '오레', '가노', '올리브유', '소금', '후춧가루', '약간', '밑간', '청주', '맛술', '집']"
187,"['김치', '오징어', '부침', '누구', '날', '막걸리', '전', '아이', '간식', '김치전', '마리', '쪽', '식용', '스푼', '들기름', '가루', '컵', '물']"
188,"['입맛', '골뱅이', '무침', '술안주', '소면', '끼', '식사', '코팅', '꿀맛', '맛', '끝', '한도', '은근', '중독', '무한', '흡입', '면', '캔', '인분', '오이', '깻잎', '장', '파프리카', '소금', '약간', '고추장', '스푼', '고춧가루', '간장', '국물', '컵', '마늘', '식초', '올리고당', '매실', '청', '참기름', '깨소금']"
189,"['새우', '남편', '건강식', '청경채', '덮밥', '중국집', '완성', '손님', '초대', '유산', '부추', '뿌리', '줌', '마리', '버섯', '양파', '마늘', '청양', '고추', '식용유', '굴', '소스', '간장', '참기름', '소금', '선택', '후추', '조금', '녹말', '물', '전분가']"
